Company,Global_Head,Region,Country,City,Depot_ID,Depot_Name,Vehicle_ID,Vehicle_Type,Fuel_Type,Vehicle_Capacity_Kg,Driver_ID,Driver_Name,Driver_Experience_Years,Trip_ID,Trip_Date,Month_Name,Quarter,Day_of_Week,Route_ID,Route_Name,Planned_Distance_KM,Actual_Distance_KM,Planned_Duration_Min,Actual_Duration_Min,Fuel_Consumed_Liters,Energy_Used_kWh,Fuel_Efficiency,Fuel_Efficiency_Unit,Deliveries_Planned,Deliveries_Completed,Deliveries_Failed,On_Time_Delivery,Vehicle_Downtime_Minutes,Downtime_Reason,Idle_Time_Minutes,Safety_Incident_Flag,Incident_Type,Load_Weight_Kg,Load_Utilization_Percent,Route_Efficiency_Score,CO2_Emissions_Kg,Cost_per_KM_USD,Total_Trip_Cost_USD
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,Europe,Germany,Berlin,DEP007,Berlin Distribution Depot,VEH0028,Box Truck,Diesel,4500,DRV0029,Liam Lopez,2.5,TRIP602668,2026-04-21,Apr-2026,Q2,Tuesday,RT-Route-Industrial,Route-Industrial,180.8,189.4,216.1,265.7,21.14,0.0,8.96,km/L,8,7,1,No,30.4,Loading/Unloading Delay,16.4,No,None,3898.5,86.63,77.64,56.66,0.729,160.03
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,Europe,Germany,Munich,DEP008,Munich Distribution Depot,VEH0029,Refrigerated Truck,Diesel,5000,DRV0030,Carlos Turner,8.4,TRIP602756,2026-04-21,Apr-2026,Q2,Tuesday,RT-Route-Downtown,Route-Downtown,85.5,84.4,127.0,145.2,14.5,0.0,5.82,km/L,9,9,0,Yes,26.3,Loading/Unloading Delay,29.7,No,None,2079.6,41.59,88.61,38.86,0.805,82.93
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,Europe,Germany,Munich,DEP008,Munich Distribution Depot,VEH0031,Delivery Van,Diesel,1200,DRV0032,Maria Clark,2.7,TRIP602958,2026-04-21,Apr-2026,Q2,Tuesday,RT-Route-Suburb,Route-Suburb,171.0,175.6,221.0,218.8,12.76,0.0,13.76,km/L,11,11,0,Yes,4.7,No Downtime,19.3,No,None,393.2,32.77,98.36,34.2,0.892,169.77
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,APAC,India,Mumbai,DEP009,Mumbai Distribution Depot,VEH0033,Refrigerated Truck,Diesel,5000,DRV0034,Emma Garcia,13.4,TRIP603166,2026-04-21,Apr-2026,Q2,Tuesday,RT-Route-North,Route-North,149.5,149.0,184.6,181.2,28.38,0.0,5.25,km/L,20,15,5,No,116.4,Scheduled Maintenance,11.8,Yes,Near Miss,4507.3,90.15,102.22,76.06,0.595,117.89
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,APAC,India,Mumbai,DEP009,Mumbai Distribution Depot,VEH0036,Box Truck,Diesel,4500,DRV0037,Kenji Silva,1.9,TRIP603453,2026-04-21,Apr-2026,Q2,Tuesday,RT-Route-East,Route-East,170.2,183.7,262.8,285.4,19.08,0.0,9.63,km/L,20,16,4,No,174.4,Scheduled Maintenance,16.1,No,None,1783.1,39.62,85.31,51.13,0.489,114.61
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,APAC,India,Bangalore,DEP010,Bangalore Distribution Depot,VEH0038,Box Truck,Diesel,4500,DRV0039,Tom Clark,2.4,TRIP603644,2026-04-21,Apr-2026,Q2,Tuesday,RT-Route-Industrial,Route-Industrial,206.8,208.3,247.4,296.7,22.28,0.0,9.35,km/L,12,12,0,Yes,0.3,No Downtime,28.4,No,None,1931.0,42.91,82.78,59.71,0.706,172.84
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,APAC,India,Bangalore,DEP010,Bangalore Distribution Depot,VEH0039,Box Truck,Diesel,4500,DRV0040,Grace Nguyen,3.8,TRIP603737,2026-04-21,Apr-2026,Q2,Tuesday,RT-Route-Suburb,Route-Suburb,163.6,170.1,238.3,284.5,27.22,0.0,6.25,km/L,19,13,6,No,100.4,Scheduled Maintenance,28.2,No,None,2478.9,55.09,80.56,72.95,0.759,163.44
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,APAC,Australia,Sydney,DEP011,Sydney Distribution Depot,VEH0042,Box Truck,Diesel,4500,DRV0043,Priya Ahmed,7.0,TRIP604010,2026-04-21,Apr-2026,Q2,Tuesday,RT-Route-Downtown,Route-Downtown,145.3,155.6,230.3,252.4,25.85,0.0,6.02,km/L,15,15,0,Yes,12.9,Traffic Delay,21.2,No,None,2002.2,44.49,85.2,69.28,0.521,112.17
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,APAC,Australia,Sydney,DEP011,Sydney Distribution Depot,VEH0044,Delivery Van,Diesel,1200,DRV0045,Priya Ito,11.6,TRIP604207,2026-04-21,Apr-2026,Q2,Tuesday,RT-Route-Downtown,Route-Downtown,148.1,158.5,193.4,231.6,11.33,0.0,13.99,km/L,11,11,0,Yes,33.2,Traffic Delay,8.8,No,None,959.8,79.98,78.03,30.36,0.817,141.98
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,APAC,Australia,Melbourne,DEP012,Melbourne Distribution Depot,VEH0045,Delivery Van,Diesel,1200,DRV0046,Noah Singh,0.7,TRIP604309,2026-04-21,Apr-2026,Q2,Tuesday,RT-Route-Airport,Route-Airport,181.0,179.6,252.9,267.8,14.08,0.0,12.76,km/L,14,14,0,Yes,2.8,No Downtime,16.8,No,None,949.3,79.11,95.17,37.73,0.539,114.36
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,APAC,Australia,Melbourne,DEP012,Melbourne Distribution Depot,VEH0047,Box Truck,Diesel,4500,DRV0048,David Bell,14.2,TRIP604513,2026-04-21,Apr-2026,Q2,Tuesday,RT-Route-South,Route-South,75.3,74.6,84.5,101.2,10.8,0.0,6.91,km/L,17,13,4,No,20.0,Traffic Delay,5.3,No,None,2682.4,59.61,84.28,28.94,0.576,56.59
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,APAC,Australia,Melbourne,DEP012,Melbourne Distribution Depot,VEH0048,Delivery Van,Diesel,1200,DRV0049,Sam Sharma,7.7,TRIP604615,2026-04-21,Apr-2026,Q2,Tuesday,RT-Route-Suburb,Route-Suburb,118.4,125.4,165.5,196.2,8.88,0.0,14.12,km/L,16,16,0,Yes,3.3,No Downtime,10.2,No,None,649.0,54.08,79.64,23.8,0.444,64.62
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,North America,USA,Dallas,DEP001,Dallas Distribution Depot,VEH0001,Refrigerated Truck,Diesel,5000,DRV0002,Sam Silva,8.5,TRIP600055,2026-04-22,Apr-2026,Q2,Wednesday,RT-Route-Airport,Route-Airport,88.6,92.9,97.5,94.6,17.97,0.0,5.17,km/L,14,12,2,No,26.1,Traffic Delay,27.8,No,None,4213.6,84.27,98.3,48.16,0.413,56.61
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,North America,USA,Dallas,DEP001,Dallas Distribution Depot,VEH0002,Box Truck,Diesel,4500,DRV0003,Maria Garcia,5.5,TRIP600154,2026-04-22,Apr-2026,Q2,Wednesday,RT-Route-West,Route-West,80.0,79.7,92.7,105.2,11.07,0.0,7.2,km/L,17,17,0,Yes,1.1,No Downtime,32.2,No,None,2708.0,60.18,88.45,29.67,0.648,65.2
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,North America,USA,Dallas,DEP001,Dallas Distribution Depot,VEH0003,Delivery Van,Diesel,1200,DRV0004,Alex Garcia,9.7,TRIP600251,2026-04-22,Apr-2026,Q2,Wednesday,RT-Route-Express,Route-Express,212.9,211.3,294.1,301.4,16.41,0.0,12.88,km/L,12,12,0,Yes,14.3,Loading/Unloading Delay,31.5,No,None,395.0,32.92,98.32,43.98,0.658,159.45
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,North America,USA,Dallas,DEP001,Dallas Distribution Depot,VEH0004,Box Truck,Diesel,4500,DRV0005,Tom Rossi,2.0,TRIP600353,2026-04-22,Apr-2026,Q2,Wednesday,RT-Route-North,Route-North,190.4,202.4,253.0,310.0,21.28,0.0,9.51,km/L,5,5,0,Yes,18.2,Traffic Delay,9.6,No,None,3021.9,67.15,76.77,57.03,0.835,193.04
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,North America,USA,Chicago,DEP002,Chicago Distribution Depot,VEH0006,Two-Wheeler (Last Mile),Petrol,40,DRV0007,Raj Nguyen,11.3,TRIP600546,2026-04-22,Apr-2026,Q2,Wednesday,RT-Route-West,Route-West,188.2,191.8,321.6,361.8,4.31,0.0,44.49,km/L,20,20,0,Yes,0.4,No Downtime,31.1,No,None,25.4,63.5,87.22,11.55,0.87,171.27
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,North America,USA,Chicago,DEP002,Chicago Distribution Depot,VEH0007,Delivery Van,Diesel,1200,DRV0008,Fatima Ahmed,14.9,TRIP600655,2026-04-22,Apr-2026,Q2,Wednesday,RT-Route-North,Route-North,206.5,217.2,281.3,318.0,12.17,0.0,17.85,km/L,10,10,0,Yes,12.3,Loading/Unloading Delay,27.5,Yes,Minor Accident,480.1,40.01,84.1,32.62,0.806,188.74
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,North America,USA,Chicago,DEP002,Chicago Distribution Depot,VEH0008,Refrigerated Truck,Diesel,5000,DRV0009,Wei Clark,0.8,TRIP600749,2026-04-22,Apr-2026,Q2,Wednesday,RT-Route-Central,Route-Central,216.5,226.2,268.0,305.9,38.08,0.0,5.94,km/L,19,17,2,No,3.2,No Downtime,8.2,No,None,4325.2,86.5,83.85,102.05,0.48,148.53
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,North America,Canada,Toronto,DEP003,Toronto Distribution Depot,VEH0012,Two-Wheeler (Last Mile),Petrol,40,DRV0013,John Ito,13.2,TRIP601146,2026-04-22,Apr-2026,Q2,Wednesday,RT-Route-East,Route-East,91.5,90.8,149.0,158.4,2.25,0.0,40.31,km/L,18,17,1,No,4.0,No Downtime,6.1,No,None,29.3,73.25,94.79,6.03,0.561,53.67
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,North America,Canada,Vancouver,DEP004,Vancouver Distribution Depot,VEH0013,Refrigerated Truck,Diesel,5000,DRV0014,Carlos Meyer,1.4,TRIP601250,2026-04-22,Apr-2026,Q2,Wednesday,RT-Route-Express,Route-Express,132.1,140.5,152.2,169.3,17.74,0.0,7.92,km/L,16,16,0,No,42.9,Traffic Delay,31.1,No,None,3001.7,60.03,84.52,47.54,0.768,127.27
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,North America,Canada,Vancouver,DEP004,Vancouver Distribution Depot,VEH0014,Two-Wheeler (Last Mile),Petrol,40,DRV0015,Aisha Singh,13.3,TRIP601353,2026-04-22,Apr-2026,Q2,Wednesday,RT-Route-Central,Route-Central,119.9,120.2,145.0,174.0,2.94,0.0,40.94,km/L,25,23,2,No,34.8,Loading/Unloading Delay,12.8,No,None,12.7,31.75,83.13,7.88,0.683,85.18
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,North America,Canada,Vancouver,DEP004,Vancouver Distribution Depot,VEH0015,Delivery Van,Diesel,1200,DRV0016,Maria Ahmed,1.4,TRIP601447,2026-04-22,Apr-2026,Q2,Wednesday,RT-Route-Central,Route-Central,167.3,172.6,252.2,285.8,9.94,0.0,17.36,km/L,11,11,0,Yes,1.9,No Downtime,32.5,No,None,665.9,55.49,85.53,26.64,0.543,104.67
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,North America,Canada,Vancouver,DEP004,Vancouver Distribution Depot,VEH0016,Delivery Van,Electric,1200,DRV0017,Sam Nguyen,2.8,TRIP601537,2026-04-22,Apr-2026,Q2,Wednesday,RT-Route-Downtown,Route-Downtown,211.1,223.3,231.9,232.8,0.0,42.54,5.25,km/kWh,9,8,1,No,10.2,Traffic Delay,28.8,No,None,981.4,81.78,94.17,19.14,0.401,94.73
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,Europe,UK,London,DEP005,London Distribution Depot,VEH0018,Refrigerated Truck,Diesel,5000,DRV0019,David Muller,14.9,TRIP601725,2026-04-22,Apr-2026,Q2,Wednesday,RT-Route-Suburb,Route-Suburb,205.8,216.1,226.3,267.5,32.5,0.0,6.65,km/L,6,6,0,No,167.2,Scheduled Maintenance,21.2,No,None,1568.1,31.36,80.57,87.1,0.509,151.26
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,Europe,UK,London,DEP005,London Distribution Depot,VEH0019,Box Truck,Diesel,4500,DRV0020,Wei Patel,1.3,TRIP601819,2026-04-22,Apr-2026,Q2,Wednesday,RT-Route-Downtown,Route-Downtown,96.7,99.3,116.0,134.4,14.23,0.0,6.98,km/L,13,12,1,No,3.7,No Downtime,27.6,No,None,2682.3,59.61,84.05,38.14,0.603,77.26
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,Europe,UK,Manchester,DEP006,Manchester Distribution Depot,VEH0022,Delivery Van,Diesel,1200,DRV0023,Priya Turner,12.0,TRIP602082,2026-04-22,Apr-2026,Q2,Wednesday,RT-Route-Downtown,Route-Downtown,75.2,79.0,90.0,105.2,6.0,0.0,13.16,km/L,11,11,0,Yes,30.6,Weather Delay,11.6,No,None,699.8,58.32,81.44,16.08,0.645,57.26
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,Europe,UK,Manchester,DEP006,Manchester Distribution Depot,VEH0023,Two-Wheeler (Last Mile),Petrol,40,DRV0024,Wei Garcia,11.2,TRIP602186,2026-04-22,Apr-2026,Q2,Wednesday,RT-Route-Downtown,Route-Downtown,136.5,137.0,151.2,186.7,3.23,0.0,42.47,km/L,17,16,1,No,216.7,Vehicle Breakdown,22.1,No,None,29.2,73.0,80.69,8.66,0.644,91.8
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,Europe,Germany,Berlin,DEP007,Berlin Distribution Depot,VEH0025,Two-Wheeler (Last Mile),Petrol,40,DRV0026,Fatima Reddy,11.7,TRIP602381,2026-04-22,Apr-2026,Q2,Wednesday,RT-Route-West,Route-West,49.2,48.9,57.4,56.0,1.1,0.0,44.37,km/L,24,24,0,Yes,21.9,Traffic Delay,29.6,No,None,15.4,38.5,103.13,2.95,0.822,41.6
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,Europe,Germany,Berlin,DEP007,Berlin Distribution Depot,VEH0027,Delivery Van,Diesel,1200,DRV0028,Sofia Weber,5.7,TRIP602568,2026-04-22,Apr-2026,Q2,Wednesday,RT-Route-West,Route-West,203.1,214.6,295.7,307.5,13.44,0.0,15.97,km/L,17,17,0,Yes,0.6,No Downtime,13.4,No,None,507.8,42.32,91.01,36.02,0.876,203.95
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,Europe,Germany,Berlin,DEP007,Berlin Distribution Depot,VEH0028,Box Truck,Diesel,4500,DRV0029,Liam Lopez,2.5,TRIP602669,2026-04-22,Apr-2026,Q2,Wednesday,RT-Route-Industrial,Route-Industrial,123.7,133.4,183.4,193.8,22.09,0.0,6.04,km/L,6,6,0,No,0.1,No Downtime,29.9,No,None,3995.7,88.79,87.75,59.2,0.729,122.71
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,Europe,Germany,Munich,DEP008,Munich Distribution Depot,VEH0029,Refrigerated Truck,Diesel,5000,DRV0030,Carlos Turner,8.4,TRIP602757,2026-04-22,Apr-2026,Q2,Wednesday,RT-Route-Downtown,Route-Downtown,52.3,55.3,77.5,87.5,9.1,0.0,6.08,km/L,7,4,3,No,186.9,Vehicle Breakdown,9.7,No,None,3150.7,63.01,83.77,24.39,0.646,46.94
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,Europe,Germany,Munich,DEP008,Munich Distribution Depot,VEH0030,Delivery Van,Diesel,1200,DRV0031,Fatima Turner,7.6,TRIP602850,2026-04-22,Apr-2026,Q2,Wednesday,RT-Route-Suburb,Route-Suburb,154.2,164.3,197.6,214.3,13.18,0.0,12.47,km/L,12,8,4,No,105.3,Scheduled Maintenance,33.2,No,None,1105.6,92.13,86.54,35.32,0.856,154.15
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,Europe,Germany,Munich,DEP008,Munich Distribution Depot,VEH0032,Box Truck,Diesel,4500,DRV0033,Grace Bell,7.3,TRIP603054,2026-04-22,Apr-2026,Q2,Wednesday,RT-Route-Suburb,Route-Suburb,199.0,208.1,311.1,323.5,29.19,0.0,7.13,km/L,13,13,0,Yes,3.6,No Downtime,18.3,No,None,2856.6,63.48,91.96,78.23,0.517,143.81
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,APAC,India,Mumbai,DEP009,Mumbai Distribution Depot,VEH0033,Refrigerated Truck,Diesel,5000,DRV0034,Emma Garcia,13.4,TRIP603167,2026-04-22,Apr-2026,Q2,Wednesday,RT-Route-North,Route-North,45.3,47.2,71.7,81.1,8.14,0.0,5.8,km/L,11,11,0,Yes,2.9,No Downtime,28.2,Yes,Near Miss,3562.3,71.25,84.85,21.82,0.726,43.13
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,APAC,India,Mumbai,DEP009,Mumbai Distribution Depot,VEH0035,Delivery Van,Diesel,1200,DRV0036,Aisha Kim,8.8,TRIP603357,2026-04-22,Apr-2026,Q2,Wednesday,RT-Route-Suburb,Route-Suburb,93.0,92.8,144.0,177.3,5.85,0.0,15.87,km/L,19,12,7,No,180.2,Vehicle Breakdown,14.9,No,None,517.2,43.1,81.39,15.68,0.521,54.53
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,APAC,India,Bangalore,DEP010,Bangalore Distribution Depot,VEH0037,Delivery Van,Diesel,1200,DRV0038,Fatima Turner,4.9,TRIP603546,2026-04-22,Apr-2026,Q2,Wednesday,RT-Route-Airport,Route-Airport,85.7,84.7,120.2,131.9,5.67,0.0,14.95,km/L,6,6,0,Yes,12.9,Traffic Delay,30.1,No,None,549.7,45.81,92.21,15.2,0.818,76.65
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,APAC,India,Bangalore,DEP010,Bangalore Distribution Depot,VEH0040,Box Truck,Diesel,4500,DRV0041,Sofia Patel,6.1,TRIP603830,2026-04-22,Apr-2026,Q2,Wednesday,RT-Route-North,Route-North,73.8,73.1,100.3,117.4,12.12,0.0,6.03,km/L,12,10,2,No,16.2,Traffic Delay,8.0,No,None,3296.1,73.25,86.25,32.48,0.648,60.17
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,APAC,Australia,Sydney,DEP011,Sydney Distribution Depot,VEH0041,Box Truck,Diesel,4500,DRV0042,David Silva,11.5,TRIP603923,2026-04-22,Apr-2026,Q2,Wednesday,RT-Route-West,Route-West,136.7,140.9,209.7,229.8,17.42,0.0,8.09,km/L,15,14,1,No,3.2,No Downtime,7.0,Yes,Near Miss,2502.6,55.61,88.53,46.69,0.858,142.71
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,APAC,Australia,Sydney,DEP011,Sydney Distribution Depot,VEH0042,Box Truck,Diesel,4500,DRV0043,Priya Ahmed,7.0,TRIP604011,2026-04-22,Apr-2026,Q2,Wednesday,RT-Route-Downtown,Route-Downtown,197.2,200.8,266.5,303.5,25.1,0.0,8.0,km/L,6,6,0,Yes,1.1,No Downtime,5.7,No,None,1975.2,43.89,86.23,67.27,0.415,113.31
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,APAC,Australia,Melbourne,DEP012,Melbourne Distribution Depot,VEH0045,Delivery Van,Diesel,1200,DRV0046,Noah Singh,0.7,TRIP604310,2026-04-22,Apr-2026,Q2,Wednesday,RT-Route-Airport,Route-Airport,188.1,189.4,264.5,273.0,13.04,0.0,14.53,km/L,10,9,1,No,36.3,Traffic Delay,26.7,No,None,723.3,60.27,96.22,34.95,0.603,128.9
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,APAC,Australia,Melbourne,DEP012,Melbourne Distribution Depot,VEH0047,Box Truck,Diesel,4500,DRV0048,David Bell,14.2,TRIP604514,2026-04-22,Apr-2026,Q2,Wednesday,RT-Route-South,Route-South,112.1,118.7,132.4,157.4,12.42,0.0,9.56,km/L,5,4,1,No,24.5,Traffic Delay,38.5,Yes,Near Miss,2359.0,52.42,79.44,33.29,0.888,117.89
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,APAC,Australia,Melbourne,DEP012,Melbourne Distribution Depot,VEH0048,Delivery Van,Diesel,1200,DRV0049,Sam Sharma,7.7,TRIP604616,2026-04-22,Apr-2026,Q2,Wednesday,RT-Route-Suburb,Route-Suburb,171.4,171.7,200.7,250.6,9.57,0.0,17.95,km/L,11,10,1,No,4.8,No Downtime,17.9,No,None,1036.8,86.4,79.95,25.65,0.367,73.26
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,North America,USA,Dallas,DEP001,Dallas Distribution Depot,VEH0001,Refrigerated Truck,Diesel,5000,DRV0002,Sam Silva,8.5,TRIP600056,2026-04-23,Apr-2026,Q2,Thursday,RT-Route-Airport,Route-Airport,165.4,169.6,210.5,210.5,26.62,0.0,6.37,km/L,4,4,0,No,101.2,Scheduled Maintenance,35.5,No,None,2280.8,45.62,97.52,71.34,0.865,176.84
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,North America,USA,Dallas,DEP001,Dallas Distribution Depot,VEH0002,Box Truck,Diesel,4500,DRV0003,Maria Garcia,5.5,TRIP600155,2026-04-23,Apr-2026,Q2,Thursday,RT-Route-West,Route-West,206.1,217.4,280.4,283.8,35.52,0.0,6.12,km/L,8,7,1,No,20.6,Traffic Delay,39.4,No,None,1391.2,30.92,93.67,95.19,0.486,150.86
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,North America,USA,Dallas,DEP001,Dallas Distribution Depot,VEH0003,Delivery Van,Diesel,1200,DRV0004,Alex Garcia,9.7,TRIP600252,2026-04-23,Apr-2026,Q2,Thursday,RT-Route-Express,Route-Express,63.5,66.6,93.5,115.0,3.94,0.0,16.92,km/L,21,16,5,No,104.6,Minor Accident,9.9,No,None,580.8,48.4,77.52,10.56,0.748,54.22
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,North America,USA,Dallas,DEP001,Dallas Distribution Depot,VEH0004,Box Truck,Diesel,4500,DRV0005,Tom Rossi,2.0,TRIP600354,2026-04-23,Apr-2026,Q2,Thursday,RT-Route-North,Route-North,140.7,144.4,241.2,241.0,17.83,0.0,8.1,km/L,12,11,1,No,35.7,Traffic Delay,28.2,Yes,Traffic Violation,2451.5,54.48,97.52,47.78,0.439,85.47
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,North America,USA,Chicago,DEP002,Chicago Distribution Depot,VEH0005,Delivery Van,Diesel,1200,DRV0006,Priya Garcia,14.9,TRIP600453,2026-04-23,Apr-2026,Q2,Thursday,RT-Route-Central,Route-Central,153.4,161.4,181.3,201.4,9.12,0.0,17.7,km/L,14,12,2,No,44.0,Weather Delay,6.4,No,None,1077.0,89.75,85.56,24.44,0.74,130.9
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,North America,USA,Chicago,DEP002,Chicago Distribution Depot,VEH0007,Delivery Van,Diesel,1200,DRV0008,Fatima Ahmed,14.9,TRIP600656,2026-04-23,Apr-2026,Q2,Thursday,RT-Route-North,Route-North,50.2,49.7,57.6,66.1,3.08,0.0,16.14,km/L,11,11,0,Yes,17.4,Loading/Unloading Delay,37.8,No,None,924.3,77.03,88.02,8.25,0.873,47.16
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,North America,Canada,Toronto,DEP003,Toronto Distribution Depot,VEH0009,Refrigerated Truck,Diesel,5000,DRV0010,Sam Reddy,3.4,TRIP600851,2026-04-23,Apr-2026,Q2,Thursday,RT-Route-Airport,Route-Airport,175.0,177.1,231.5,224.8,29.66,0.0,5.97,km/L,16,16,0,Yes,4.8,No Downtime,6.5,No,None,3717.3,74.35,101.76,79.49,0.575,135.82
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,North America,Canada,Toronto,DEP003,Toronto Distribution Depot,VEH0010,Box Truck,Diesel,4500,DRV0011,Kenji Kim,12.4,TRIP600942,2026-04-23,Apr-2026,Q2,Thursday,RT-Route-East,Route-East,115.6,114.0,147.4,145.4,15.53,0.0,7.34,km/L,14,13,1,No,31.0,Traffic Delay,19.6,No,None,2163.8,48.08,102.8,41.62,0.467,71.84
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,North America,Canada,Toronto,DEP003,Toronto Distribution Depot,VEH0011,Delivery Van,Diesel,1200,DRV0012,Tom Singh,9.3,TRIP601040,2026-04-23,Apr-2026,Q2,Thursday,RT-Route-Express,Route-Express,74.5,75.5,103.1,104.9,4.44,0.0,17.0,km/L,15,13,2,No,11.9,Traffic Delay,30.9,No,None,1048.4,87.37,96.98,11.9,0.823,67.59
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,North America,Canada,Toronto,DEP003,Toronto Distribution Depot,VEH0012,Two-Wheeler (Last Mile),Petrol,40,DRV0013,John Ito,13.2,TRIP601147,2026-04-23,Apr-2026,Q2,Thursday,RT-Route-East,Route-East,161.9,158.7,201.6,230.4,4.2,0.0,37.81,km/L,8,8,0,Yes,16.7,Traffic Delay,9.1,No,None,22.0,55.0,89.26,11.26,0.468,79.47
SwiftHaul Logistics Ltd. (Fictional Dummy Company),Global Fleet Operations Head - SwiftHaul,North America,Canada,Vancouver,DEP004,Vancouver Distribution Depot,VEH0016,Delivery Van,Electric,1200,DRV0017,Sam Nguyen,2.8,TRIP601538,2026-04-23,Apr-2026,Q2,Thursday,RT-Route-Downtown,Route-Downtown,99.7,98.8,128.3,133.5,0.0,20.8,4.75,km/kWh,6,6,0,Yes,1.6,No Downtime,32.9,Yes,Near Miss,858.5,71.54,96.98,9.36,0.574,60.36
